Date,Close Price
2021-11-23,51.29999923706055
2021-11-24,54.369998931884766
2021-11-26,51.11000061035156
2021-11-29,51.36000061035156
2021-11-30,55.0
2021-12-01,51.13999938964844
2022-09-01,17.329999923706055
2022-09-16,14.5600004196167
2022-09-21,14.09000015258789
2022-09-22,13.739999771118164
2022-09-26,14.369999885559082
2022-09-28,13.329999923706056
2022-09-29,12.109999656677246
